Tournament,Stage,Match Type,Map,Agent,Pick Rate
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,killjoy,23%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,yoru,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,cypher,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,iso,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,harbor,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,gekko,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,phoenix,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,deadlock,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Haven,reyna,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,chamber,71%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,raze,86%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,fade,50%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,viper,43%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,kayo,50%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,breach,36%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,brimstone,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,omen,43%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,astra,57%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,skye,7%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,sage,21%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,sova,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,jett,7%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,neon,7%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,killjoy,14%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,yoru,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,cypher,7%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,iso,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,harbor,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,gekko,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,phoenix,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,deadlock,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Split,reyna,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,chamber,100%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,raze,8%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,fade,50%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,viper,100%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,kayo,75%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,breach,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,brimstone,8%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,omen,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,astra,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,skye,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,sage,83%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,sova,50%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,jett,8%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,neon,8%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,killjoy,8%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,yoru,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,cypher,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,iso,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,harbor,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,gekko,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,phoenix,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,deadlock,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Icebox,reyna,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,chamber,70%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,raze,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,fade,20%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,viper,90%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,kayo,50%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,breach,10%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,brimstone,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,omen,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,astra,10%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,skye,50%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,sage,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,sova,80%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,jett,70%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,neon,10%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,killjoy,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,yoru,20%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,cypher,20%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,iso,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,harbor,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,gekko,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,phoenix,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,deadlock,0%
Valorant Champions Tour Stage 2: Masters Copenhagen,All Stages,All Match Types,Breeze,reyna,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,viper,60%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,kayo,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,sova,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,skye,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,raze,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,fade,40%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,brimstone,30%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,omen,20%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,sage,10%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,reyna,10%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,astra,10%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,killjoy,10%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,jett,10%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,All Maps,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,viper,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,kayo,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,sova,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,skye,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,raze,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,fade,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,brimstone,75%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,omen,25%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,sage,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,reyna,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,astra,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,killjoy,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,jett,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Bind,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,viper,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,kayo,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,sova,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,skye,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,raze,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,fade,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,brimstone,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,omen,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,sage,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,reyna,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,astra,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,killjoy,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,jett,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Ascent,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,viper,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,kayo,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,sova,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,skye,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,raze,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,fade,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,brimstone,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,omen,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,sage,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,reyna,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,astra,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,killjoy,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,jett,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Breeze,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,viper,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,kayo,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,sova,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,skye,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,raze,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,fade,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,brimstone,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,omen,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,sage,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,reyna,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,astra,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,killjoy,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,jett,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Semifinals,Icebox,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,viper,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,sova,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,kayo,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,sage,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,jett,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,killjoy,25%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,reyna,25%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,skye,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,raze,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,omen,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,astra,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,fade,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,brimstone,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,All Maps,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,viper,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,sova,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,kayo,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,sage,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,jett,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,killjoy,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,reyna,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,skye,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,raze,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,omen,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,astra,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,fade,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,brimstone,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Breeze,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,viper,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,sova,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,kayo,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,sage,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,jett,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,killjoy,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,reyna,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,skye,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,raze,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,omen,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,astra,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,fade,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,brimstone,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Upper Final,Icebox,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,raze,67%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,fade,67%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,astra,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,breach,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,omen,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,sova,33%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,kayo,33%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,neon,17%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,skye,17%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,viper,17%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,harbor,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,iso,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,jett,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,gekko,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,killjoy,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,deadlock,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,phoenix,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,cypher,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,reyna,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,sage,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,brimstone,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,All Maps,yoru,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,chamber,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,raze,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,fade,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,astra,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,breach,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,omen,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,sova,100%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,kayo,50%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,neon,0%
Champions Tour Latin America Stage 2: Playoffs,Playoffs,Grand Final,Ascent,skye,0%
